#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
7000,79.72,0.104423,0.294514,7008,0.127854,0.028602,16,6,-1.00,30,10,4,1,50,0.9,0.8,0.5,0.3,76640,47324,9655,1.07,5.85,72.80,2.00
8757,115.04,0.102063,0.284638,8768,0.122933,0.026591,16,6,-1.00,30,10,6,1,30,0.9,0.8,0.5,0.3,76640,66707,11571,1.08,5.39,108.57,1.97
5248,38.54,0.108792,0.326402,5251,0.116897,0.021859,16,6,-1.00,30,10,6,1,50,0.9,0.8,0.5,0.3,76640,36714,6987,1.04,5.42,32.08,1.68
11839,220.16,0.097064,0.256845,11864,0.123334,0.028306,16,6,-1.00,30,12,4,1,30,0.9,0.8,0.5,0.3,76640,100430,16515,1.04,6.97,212.15,3.28
7344,92.74,0.103933,0.290262,7350,0.125902,0.027714,16,6,-1.00,30,12,4,1,50,0.9,0.8,0.5,0.3,76640,56805,10330,1.06,6.89,84.79,1.81
9160,129.38,0.100609,0.277544,9173,0.120591,0.025729,16,6,-1.00,30,12,6,1,30,0.9,0.8,0.5,0.3,76640,80044,12324,1.03,6.41,121.94,2.31
5559,43.91,0.107632,0.314178,5562,0.127168,0.027108,16,6,-1.00,30,12,6,1,50,0.9,0.8,0.5,0.3,76640,44136,7504,1.05,6.41,36.45,1.74
9403,136.48,0.100797,0.275580,9417,0.118090,0.024812,16,6,-1.00,40,8,4,1,30,0.9,0.8,0.5,0.3,59398,55239,12843,1.04,4.51,130.93,2.01
6665,69.05,0.104710,0.297611,6675,0.129460,0.029270,16,6,-1.00,40,8,4,1,50,0.9,0.8,0.5,0.3,59398,38098,9127,1.05,4.46,63.54,2.10
7026,71.88,0.106145,0.303942,7032,0.130254,0.029350,16,6,-1.00,40,8,6,1,30,0.9,0.8,0.5,0.3,59398,41661,9258,1.09,4.06,66.73,2.09
5011,35.21,0.109938,0.334643,5012,0.118413,0.022353,16,6,-1.00,40,8,6,1,50,0.9,0.8,0.5,0.3,59398,29411,6620,1.07,4.00,30.14,1.84
